word,pos,pos2
licked,Verb,Verb
licker,Noun,Noun
lickers,Noun,Noun.Name
lickety,Adjective,Adjective
licking,Verb,Verb.Noun
lickings,Noun,Noun
licks,Verb,Verb.Noun
lickspittle,Verb,Verb.Noun
licorice,Noun,Noun.Verb.Name
licour,Noun,Noun
lid,Noun,Noun
lidded,Adjective,Adjective
lidia,Noun,Noun.Name
lidless,Adjective,Adjective
lido,Noun,Noun.Name
lidocaine,Noun,Noun.Verb
lids,Noun,Noun
lie,Verb,Verb.Noun
liebig,Name,Name
liechtenstein,Name,Name
lied,Verb,Verb.Unclassified
lieder,Unclassified,Unclassified
liederkranz,Name,Name
lief,Noun,Noun.Name
liege,Noun,Noun.Name
lien,Name,Name.Noun
liens,Noun,Noun
lier,Noun,Noun.Name.Adjective
lies,Noun,Noun.Verb
liest,Adjective,Adjective
lieu,Preposition,Preposition.Noun.Name
lieut,Verb,Verb.Noun.Name
lieutenancy,Noun,Noun
lieutenant,Noun,Noun.Name
lieutenants,Noun,Noun
lieutenantship,Noun,Noun
life,Noun,Noun.Name
lifebelt,Noun,Noun
lifebelts,Noun,Noun
lifeblood,Noun,Noun
lifeboat,Noun,Noun
lifeboatmen,Noun,Noun
lifeboats,Noun,Noun
lifebuoy,Noun,Noun.Name
lifeguard,Noun,Noun.Name
lifeguards,Noun,Noun.Name
lifeless,Adjective,Adjective
lifelessly,Adverb,Adverb
lifelessness,Noun,Noun
lifelike,Adjective,Adjective
lifeline,Noun,Noun
lifelines,Noun,Noun
lifelong,Adjective,Adjective
lifer,Noun,Noun
lifers,Noun,Noun.Name
lifesaver,Noun,Noun.Name.Verb
lifesavers,Noun,Noun
lifesaving,Adjective,Adjective.Verb
lifespan,Noun,Noun
lifespans,Noun,Noun
lifestyle,Noun,Noun
lifestyles,Noun,Noun
lifetime,Noun,Noun
lifetimes,Noun,Noun
lift,Verb,Verb.Noun
lifted,Verb,Verb
lifter,Noun,Noun
lifters,Noun,Noun
lifting,Verb,Verb.Noun.Adjective
liftoff,Noun,Noun.Verb
lifts,Verb,Verb.Noun
ligament,Noun,Noun
ligamental,Adjective,Adjective
ligaments,Noun,Noun
ligas,Noun,Noun
ligate,Verb,Verb
ligated,Verb,Verb
ligating,Noun,Noun
ligation,Noun,Noun
ligature,Noun,Noun.Verb
ligatured,Verb,Verb
ligatures,Noun,Noun
liger,Noun,Noun
ligger,Noun,Noun
light,Noun,Noun.Adjective.Verb.Preposition.Adverb.Name
lighted,Verb,Verb.Adjective
lighten,Verb,Verb
lightened,Verb,Verb
lightener,Noun,Noun
lightening,Verb,Verb.Noun
lightens,Verb,Verb
lighter,Noun,Noun.Adjective
lighters,Noun,Noun
lightest,Adjective,Adjective
lightfoot,Noun,Noun.Name
lightful,Adjective,Adjective
lightheaded,Verb,Verb.Adjective
lightheadedness,Noun,Noun
lighthearted,Adjective,Adjective.Verb
lightheartedness,Noun,Noun
lighthouse,Noun,Noun
lighthouses,Noun,Noun
lighting,Noun,Noun.Verb
lightings,Noun,Noun
lightish,Adjective,Adjective
lightly,Adverb,Adverb
lightman,Name,Name.Noun
lightness,Noun,Noun
lightning,Noun,Noun.Verb.Name
lightplane,Noun,Noun
lights,Noun,Noun.Verb
lightsome,Adjective,Adjective
lightweight,Noun,Noun.Adjective
lightweights,Noun,Noun
ligne,Noun,Noun
lignite,Noun,Noun
ligurian,Adjective,Adjective
likability,Noun,Noun
likable,Adjective,Adjective.Name
like,Preposition,Preposition.Verb.Conjunction.Adverb.Adjective.Noun.Name
likeability,Noun,Noun
likeable,Adjective,Adjective
liked,Verb,Verb.Adjective
likelier,Adjective,Adjective
likeliest,Adjective,Adjective
likelihood,Noun,Noun
likely,Adjective,Adjective.Adverb
liken,Verb,Verb
likened,Verb,Verb
likeness,Noun,Noun
likenesses,Noun,Noun
likening,Verb,Verb
likes,Verb,Verb.Noun
likest,Adjective,Adjective
likewise,Adverb,Adverb
likin,Noun,Noun
liking,Verb,Verb.Noun
lila,Name,Name.Noun
lilac,Adjective,Adjective.Noun
lilacs,Noun,Noun
lilas,Noun,Noun
lile,Noun,Noun.Adjective
lilies,Noun,Noun
lilith,Name,Name.Noun
lilium,Unclassified,Unclassified
lill,Name,Name
lilliputian,Adjective,Adjective
lilly,Name,Name.Adjective.Adverb
lilo,Noun,Noun.Name
lilt,Noun,Noun.Verb
lilting,Verb,Verb.Adjective
lilts,Verb,Verb
lily,Name,Name.Noun
lim,Verb,Verb.Noun
lima,Name,Name.Noun
liman,Name,Name
limas,Noun,Noun
limb,Noun,Noun
limber,Adjective,Adjective.Verb.Noun
limbering,Verb,Verb
limbic,Adjective,Adjective
limbless,Adjective,Adjective
limbo,Noun,Noun
limbs,Noun,Noun
limburger,Noun,Noun
lime,Noun,Noun
limeade,Noun,Noun.Verb
limed,Verb,Verb
limehouse,Name,Name.Noun
limelight,Noun,Noun
limerick,Name,Name.Noun
limericks,Noun,Noun.Name
limes,Noun,Noun
limestone,Noun,Noun.Name
limestones,Noun,Noun
limey,Noun,Noun.Name.Adjective
limeys,Noun,Noun.Name
liminal,Adjective,Adjective
limine,Noun,Noun
limit,Noun,Noun.Verb
limitation,Noun,Noun
limitations,Noun,Noun
limited,Adjective,Adjective.Verb.Noun
limiteds,Noun,Noun
limiters,Noun,Noun
limiting,Verb,Verb.Adjective
limitless,Adjective,Adjective
limitlessness,Noun,Noun
limits,Noun,Noun.Verb
limo,Noun,Noun.Name
limos,Noun,Noun
limousine,Noun,Noun
limousines,Noun,Noun
limp,Noun,Noun.Adjective.Verb.Name
limped,Verb,Verb
limpers,Noun,Noun
limpest,Adjective,Adjective
limpet,Noun,Noun.Name
limpid,Adjective,Adjective
limpin,Noun,Noun
limping,Verb,Verb.Adjective
limps,Noun,Noun.Verb
limpy,Name,Name.Adjective
lin,Name,Name.Noun
lina,Name,Name.Noun
linch,Noun,Noun
linchpin,Noun,Noun
lincoln,Name,Name.Noun
lind,Name,Name.Noun.Verb
linda,Name,Name.Noun
lindane,Adjective,Adjective.Noun.Name
linden,Name,Name.Noun
linder,Name,Name
lindo,Name,Name.Noun
lindy,Noun,Noun.Name.Adjective
line,Noun,Noun.Verb.Preposition.Name
linea,Noun,Noun
lineage,Noun,Noun
lineaments,Noun,Noun
linear,Adjective,Adjective
linebacker,Noun,Noun
linebackers,Noun,Noun
lined,Verb,Verb
lineman,Noun,Noun.Name
linemen,Noun,Noun
linen,Noun,Noun
linens,Noun,Noun
liner,Noun,Noun
liners,Noun,Noun
lines,Noun,Noun.Verb
linesman,Noun,Noun
linesmen,Noun,Noun
lineup,Noun,Noun
lineups,Noun,Noun
ling,Noun,Noun.Name
linge,Noun,Noun.Name
linger,Verb,Verb
lingered,Verb,Verb
lingerie,Noun,Noun.Name
lingering,Adjective,Adjective.Verb
lingeringly,Adverb,Adverb
lingers,Verb,Verb
lingo,Noun,Noun
lingonberry,Noun,Noun
lings,Noun,Noun
lingua,Noun,Noun
lingual,Adjective,Adjective
linguine,Noun,Noun.Verb
linguini,Noun,Noun.Adjective
linguinis,Noun,Noun
linguist,Noun,Noun
linguistic,Adjective,Adjective
linguistically,Adverb,Adverb
linguistics,Noun,Noun
linguists,Noun,Noun
liniment,Noun,Noun
linin,Noun,Noun.Name
lining,Noun,Noun.Verb
linings,Noun,Noun
link,Noun,Noun.Verb.Name
linkage,Noun,Noun
linkages,Noun,Noun
linked,Verb,Verb.Adjective
linker,Noun,Noun.Name
linking,Verb,Verb.Noun
links,Noun,Noun.Verb
linkup,Noun,Noun.Verb
linkups,Noun,Noun
linky,Adjective,Adjective
linn,Name,Name.Noun
linnaean,Adjective,Adjective
linnet,Noun,Noun
linnets,Noun,Noun
lino,Noun,Noun
linoleum,Noun,Noun
linotype,Noun,Noun.Name
lins,Name,Name
linseed,Noun,Noun
lint,Noun,Noun.Verb
lintels,Noun,Noun
linten,Name,Name
linty,Noun,Noun
linwood,Name,Name.Noun
lion,Noun,Noun.Name
lionel,Name,Name
lioness,Noun,Noun
lionesses,Noun,Noun
lionfish,Noun,Noun
lionheart,Noun,Noun.Verb
lionhearted,Verb,Verb.Name.Adjective
lionize,Verb,Verb
lions,Noun,Noun
lip,Noun,Noun.Name
lipa,Name,Name
lipase,Noun,Noun
lipid,Adjective,Adjective
lipids,Noun,Noun
lipless,Adjective,Adjective
lipoma,Noun,Noun
liposuction,Noun,Noun.Name
lipped,Verb,Verb.Adjective
lippen,Verb,Verb
lipper,Name,Name.Noun
lipping,Verb,Verb
lippy,Adjective,Adjective
lipreading,Verb,Verb
lips,Noun,Noun
lipstick,Noun,Noun
lipsticks,Noun,Noun
liquefaction,Noun,Noun
liquefied,Verb,Verb.Adjective
liquefies,Verb,Verb
liquefy,Verb,Verb
liquescence,Noun,Noun
liqueur,Noun,Noun
liqueurs,Noun,Noun
liquid,Adjective,Adjective.Noun
liquidate,Verb,Verb
liquidated,Verb,Verb.Name.Adjective
liquidates,Verb,Verb
liquidating,Verb,Verb.Adjective
liquidation,Noun,Noun
liquidator,Noun,Noun
liquidators,Noun,Noun
liquidity,Noun,Noun
liquidness,Noun,Noun
liquids,Noun,Noun
liquified,Verb,Verb
liquify,Verb,Verb
liquifying,Verb,Verb
liquor,Noun,Noun
liquored,Verb,Verb
liquorice,Noun,Noun.Verb.Name
liquorish,Adjective,Adjective
liquors,Noun,Noun
lir,Name,Name.Noun
lira,Noun,Noun
liras,Noun,Noun
lire,Noun,Noun
lis,Name,Name.Noun
lisbon,Name,Name
lisette,Noun,Noun.Name
lish,Name,Name
lisle,Name,Name.Noun
lisp,Noun,Noun.Name
lisping,Verb,Verb.Name.Adjective.Noun
lisps,Verb,Verb
lissome,Adjective,Adjective
list,Noun,Noun.Verb
listed,Verb,Verb.Adjective
listen,Verb,Verb.Noun
listened,Verb,Verb
listener,Noun,Noun
listeners,Noun,Noun
listening,Verb,Verb.Noun.Adjective
listenings,Noun,Noun
listens,Verb,Verb.Noun
lister,Name,Name.Noun
listeria,Noun,Noun
listers,Name,Name
listing,Noun,Noun.Verb
listings,Noun,Noun
listless,Adjective,Adjective
listlessly,Adverb,Adverb
listlessness,Noun,Noun
lists,Noun,Noun.Verb
liszt,Noun,Noun.Name
lit,Verb,Verb.Noun.Adverb
litany,Noun,Noun
litch,Name,Name.Noun
litchis,Noun,Noun
lite,Noun,Noun.Adjective.Name
liter,Noun,Noun.Name.Adjective
literacy,Noun,Noun
literal,Adjective,Adjective
literally,Adverb,Adverb
literary,Adjective,Adjective
literate,Adjective,Adjective.Noun
literately,Adverb,Adverb
literati,Noun,Noun
literature,Noun,Noun
literatures,Noun,Noun
liters,Noun,Noun
lites,Noun,Noun
lith,Noun,Noun
lithe,Adjective,Adjective
lithic,Adjective,Adjective
lithium,Noun,Noun
litho,Name,Name
lithograph,Noun,Noun
lithographic,Adjective,Adjective
lithographs,Noun,Noun.Verb
lithography,Noun,Noun
lithophytic,Adjective,Adjective
lithosphere,Noun,Noun
lithuania,Name,Name
lithuanian,Adjective,Adjective
lithuanians,Noun,Noun
litigant,Noun,Noun.Adjective
litigants,Noun,Noun
litigate,Verb,Verb
litigated,Verb,Verb
litigating,Verb,Verb
litigation,Noun,Noun
litigations,Noun,Noun
litigator,Noun,Noun.Name
litigators,Noun,Noun
litigious,Adjective,Adjective
litmus,Noun,Noun.Name
litre,Noun,Noun
litres,Noun,Noun
lits,Noun,Noun
litter,Noun,Noun.Verb
litterbug,Noun,Noun.Verb
litterbugs,Noun,Noun
littered,Verb,Verb
littering,Verb,Verb.Noun.Name.Adjective
litters,Noun,Noun.Verb
little,Adjective,Adjective.Adverb.Determiner.Name.Noun
littleness,Noun,Noun
littler,Adjective,Adjective
littles,Name,Name
littlest,Adjective,Adjective.Name
liturgy,Noun,Noun
livable,Adjective,Adjective
live,Verb,Verb.Adjective.Adverb.Noun
liveable,Adjective,Adjective
lived,Verb,Verb.Noun
livelier,Adjective,Adjective
liveliest,Adjective,Adjective
livelihood,Noun,Noun
livelihoods,Noun,Noun
livelong,Noun,Noun
lively,Adjective,Adjective
liven,Verb,Verb.Adjective
livened,Verb,Verb
livening,Verb,Verb
livens,Verb,Verb
liver,Noun,Noun
liveries,Noun,Noun
liverish,Verb,Verb
liverpool,Name,Name
livers,Noun,Noun
liverwort,Verb,Verb.Noun
liverwurst,Verb,Verb.Noun.Name
livery,Noun,Noun
lives,Noun,Noun.Verb.Name
livest,Adjective,Adjective
livestock,Noun,Noun
liveth,Verb,Verb
livid,Adjective,Adjective
lividity,Noun,Noun.Name
living,Verb,Verb.Noun.Adjective.Name
livings,Noun,Noun
livor,Noun,Noun
livre,Noun,Noun
livres,Noun,Noun
liza,Name,Name.Noun
lizard,Noun,Noun.Name
lizards,Noun,Noun
lizzie,Name,Name.Noun
ll,Noun,Noun.Name
llama,Noun,Noun.Name
llamas,Noun,Noun
llano,Name,Name.Noun
llb,Noun,Noun.Name
lm,Noun,Noun.Name
ln,Noun,Noun.Name
lo,Interjection,Interjection.Unclassified.Name
loa,Noun,Noun
loach,Name,Name
loaches,Noun,Noun
load,Noun,Noun.Verb
loaded,Verb,Verb.Adjective
loader,Noun,Noun.Name
loaders,Noun,Noun.Name
loading,Verb,Verb.Noun
loadings,Noun,Noun
loads,Noun,Noun.Verb
loaf,Noun,Noun.Verb
loafer,Noun,Noun
loafers,Noun,Noun.Name
loafing,Verb,Verb.Noun
loafs,Verb,Verb.Noun
loam,Noun,Noun
loan,Noun,Noun.Verb.Name
loaned,Verb,Verb
loaner,Noun,Noun
loaners,Noun,Noun
loanin,Noun,Noun
loaning,Verb,Verb
loans,Noun,Noun.Verb
loanshark,Noun,Noun
loansharking,Verb,Verb
loath,Adjective,Adjective
loathe,Verb,Verb
loathed,Verb,Verb.Adjective.Name
loather,Name,Name.Adjective
loathes,Verb,Verb
loathing,Noun,Noun.Verb
loathsome,Adjective,Adjective
loathsomeness,Noun,Noun
loave,Noun,Noun
loaves,Noun,Noun
lob,Verb,Verb.Noun
lobar,Noun,Noun
lobbed,Verb,Verb
lobbied,Verb,Verb
lobbies,Noun,Noun
lobbing,Verb,Verb
lobby,Noun,Noun.Verb
lobbying,Verb,Verb.Noun
lobbyist,Noun,Noun
lobbyists,Noun,Noun
lobe,Noun,Noun
lobectomy,Noun,Noun
lobes,Noun,Noun
lobi,Adjective,Adjective
lobo,Name,Name.Noun
lobos,Noun,Noun
lobotomies,Noun,Noun
lobotomize,Verb,Verb
lobotomized,Verb,Verb.Adjective.Name
lobotomizes,Verb,Verb
lobotomy,Noun,Noun
lobs,Verb,Verb.Noun
lobscouse,Verb,Verb
lobster,Noun,Noun.Name
lobsters,Noun,Noun
loc,Noun,Noun.Name
loca,Noun,Noun.Name
local,Adjective,Adjective.Noun
locale,Noun,Noun
locales,Noun,Noun
localisation,Noun,Noun
localised,Adjective,Adjective
localiser,Noun,Noun
localities,Noun,Noun
locality,Noun,Noun
localization,Noun,Noun
localize,Verb,Verb
localized,Adjective,Adjective.Verb
localizer,Noun,Noun
locally,Adverb,Adverb
locals,Noun,Noun
locate,Verb,Verb
located,Verb,Verb
locater,Noun,Noun
locaters,Noun,Noun
locates,Verb,Verb
locating,Verb,Verb.Adjective
location,Noun,Noun
locations,Noun,Noun
locator,Noun,Noun
locators,Noun,Noun
loch,Noun,Noun.Name
lochan,Name,Name
loche,Name,Name
loci,Noun,Noun
lock,Verb,Verb.Noun.Name
lockbox,Noun,Noun.Name
lockboxes,Noun,Noun
locked,Verb,Verb.Adjective.Noun
locker,Noun,Noun.Name
lockers,Noun,Noun.Name
locket,Noun,Noun
lockets,Noun,Noun
locking,Verb,Verb.Adjective.Noun
lockjaw,Noun,Noun.Verb.Name
locknut,Noun,Noun
lockout,Noun,Noun
lockouts,Noun,Noun
locks,Noun,Noun.Verb
locksmith,Noun,Noun
locksmiths,Noun,Noun
lockup,Noun,Noun.Verb
lockups,Noun,Noun
locky,Name,Name.Adjective
loco,Noun,Noun.Adjective.Verb.Adverb
locoed,Verb,Verb
locomote,Verb,Verb
locomotion,Noun,Noun.Name
locomotive,Noun,Noun
locomotives,Noun,Noun
locos,Noun,Noun.Verb
locoweed,Verb,Verb.Noun
loculated,Adjective,Adjective.Verb
locum,Noun,Noun
locus,Noun,Noun.Name
locust,Noun,Noun.Verb.Name
locusts,Noun,Noun.Verb
lod,Noun,Noun.Name.Verb
lode,Noun,Noun.Verb.Name
loden,Name,Name
lodestone,Noun,Noun.Name
lodestones,Noun,Noun
lodge,Noun,Noun.Name.Verb
lodged,Verb,Verb
lodgepole,Noun,Noun
lodger,Noun,Noun
lodgers,Noun,Noun
lodges,Noun,Noun.Verb
lodging,Verb,Verb.Noun
lodgings,Noun,Noun
loft,Noun,Noun.Verb
lofted,Adjective,Adjective.Verb
loftier,Adjective,Adjective
loftiness,Noun,Noun
lofts,Noun,Noun
lofty,Adjective,Adjective
log,Noun,Noun.Verb
logan,Name,Name.Noun
logans,Name,Name
logarithm,Noun,Noun
logarithmic,Adjective,Adjective
logarithmically,Adverb,Adverb
logarithms,Noun,Noun
logbook,Noun,Noun
logbooks,Noun,Noun
loge,Noun,Noun
logged,Verb,Verb.Adjective
logger,Noun,Noun.Name
loggerheaded,Verb,Verb
loggers,Noun,Noun
loggin,Noun,Noun.Name
logging,Verb,Verb.Noun
logic,Noun,Noun.Name
logical,Adjective,Adjective.Noun
logically,Adverb,Adverb
logics,Noun,Noun
login,Noun,Noun
logistic,Adjective,Adjective
logistical,Adjective,Adjective
logistically,Adverb,Adverb
logistician,Noun,Noun
logistics,Noun,Noun
logjam,Noun,Noun.Verb
logo,Noun,Noun
logon,Noun,Noun
logorrhea,Noun,Noun.Name
logos,Noun,Noun
logotypes,Verb,Verb
logroller,Noun,Noun
logs,Noun,Noun
logwood,Noun,Noun
logy,Noun,Noun
lohan,Name,Name
lohengrin,Unclassified,Unclassified
loin,Noun,Noun.Name
loincloth,Noun,Noun
loincloths,Noun,Noun
loins,Noun,Noun
loiter,Noun,Noun
loiterer,Noun,Noun
loiterers,Noun,Noun
loitering,Verb,Verb.Noun.Name
loiters,Noun,Noun
loka,Name,Name
loki,Name,Name.Noun.Adjective
loli,Name,Name
loll,Verb,Verb.Noun
lollapalooza,Noun,Noun.Name
lollies,Noun,Noun
lolling,Verb,Verb
lollipop,Noun,Noun
lollipops,Noun,Noun
lolls,Verb,Verb
lolly,Noun,Noun
lollygag,Verb,Verb.Noun
lollygagging,Verb,Verb.Noun
lollypop,Noun,Noun
loma,Name,Name.Noun
lombard,Name,Name
lomita,Name,Name
london,Name,Name.Noun
londoner,Noun,Noun
londoners,Noun,Noun
lone,Adjective,Adjective
lonelier,Adjective,Adjective.Name
loneliest,Adjective,Adjective
loneliness,Noun,Noun
lonely,Adjective,Adjective
loneness,Noun,Noun
loner,Noun,Noun
loners,Noun,Noun
lonesome,Adjective,Adjective.Name
lonesomeness,Noun,Noun
lonesomes,Noun,Noun
long,Adverb,Adverb.Adjective.Conjunction.Verb.Noun
longacre,Noun,Noun.Name
longboat,Noun,Noun.Name
longboats,Noun,Noun
longbow,Noun,Noun
longbowman,Noun,Noun
longe,Noun,Noun
longed,Verb,Verb
longer,Adverb,Adverb.Adjective
longest,Adjective,Adjective.Adverb
longevity,Noun,Noun
longhair,Verb,Verb.Noun
longhaired,Adjective,Adjective
longhairs,Noun,Noun.Verb
longhorn,Noun,Noun.Name.Verb
longhorns,Noun,Noun.Verb.Name
longies,Noun,Noun
longing,Verb,Verb.Noun
longingly,Adverb,Adverb
longings,Noun,Noun
longish,Adjective,Adjective
longitude,Noun,Noun
longitudes,Noun,Noun
longitudinal,Adjective,Adjective
longlegs,Noun,Noun.Verb
longneck,Noun,Noun
longs,Verb,Verb
longshanks,Name,Name.Noun.Verb
longship,Noun,Noun
longshore,Adjective,Adjective
longshoreman,Noun,Noun.Name
longshoremen,Noun,Noun.Name
longshot,Noun,Noun
longstanding,Adjective,Adjective
longtime,Adjective,Adjective
longue,Noun,Noun
longways,Noun,Noun
longworth,Name,Name
longyi,Noun,Noun
loo,Noun,Noun.Name
lood,Verb,Verb.Noun
looey,Noun,Noun
loof,Noun,Noun
loofa,Noun,Noun
loofah,Noun,Noun
loofahs,Noun,Noun
look,Verb,Verb.Noun.Name
lookalike,Noun,Noun
lookalikes,Noun,Noun
lookdown,Noun,Noun
looked,Verb,Verb.Noun
lookee,Noun,Noun
looker,Noun,Noun
lookers,Noun,Noun
looking,Verb,Verb.Adjective.Noun
lookout,Noun,Noun.Verb.Name
lookouts,Noun,Noun.Verb
looks,Verb,Verb.Noun.Name
lookup,Noun,Noun
looky,Adjective,Adjective.Name
loom,Noun,Noun.Verb
loomed,Verb,Verb
loomer,Name,Name
looming,Verb,Verb.Adjective
looms,Verb,Verb.Noun
loon,Noun,Noun.Name
looney,Noun,Noun.Name.Adjective
loonie,Noun,Noun
loonier,Adjective,Adjective
loonies,Noun,Noun
loons,Noun,Noun
loony,Adjective,Adjective.Noun
loop,Noun,Noun.Verb
looped,Verb,Verb.Adjective
looper,Noun,Noun
loophole,Noun,Noun
loopholed,Verb,Verb
loopholes,Noun,Noun
looping,Verb,Verb.Adjective
loops,Noun,Noun.Verb
loopy,Adjective,Adjective
loos,Noun,Noun.Name
loose,Adjective,Adjective.Adverb.Verb.Noun
loosed,Verb,Verb
loosely,Adverb,Adverb
loosen,Verb,Verb
loosened,Verb,Verb.Adjective
looseners,Noun,Noun
looseness,Noun,Noun
loosening,Verb,Verb.Noun
loosens,Verb,Verb
looser,Adjective,Adjective
looses,Verb,Verb
loosest,Adjective,Adjective
loosing,Verb,Verb
loot,Noun,Noun.Verb.Name
looted,Verb,Verb
looter,Noun,Noun
looters,Noun,Noun
looting,Noun,Noun.Verb
loots,Noun,Noun
lop,Verb,Verb.Noun
lope,Verb,Verb.Noun
lopes,Verb,Verb
loping,Verb,Verb
lopped,Verb,Verb
lopping,Verb,Verb
lops,Name,Name.Noun
lopsided,Verb,Verb.Adjective
loquacious,Adjective,Adjective
loquitur,Noun,Noun
lor,Name,Name.Noun
lora,Name,Name.Noun
loran,Name,Name
lorate,Verb,Verb
lord,Noun,Noun.Name.Verb
lorded,Verb,Verb
lording,Verb,Verb
lordlings,Noun,Noun
lordly,Adjective,Adjective
lordosis,Noun,Noun
lords,Noun,Noun.Name
lordship,Noun,Noun
lordships,Noun,Noun
lordy,Noun,Noun.Name
lore,Noun,Noun
lorel,Noun,Noun.Name
lorelei,Name,Name.Noun
loren,Name,Name.Noun
lorgnette,Noun,Noun
lori,Name,Name.Noun.Adjective
lorimer,Name,Name.Noun
loring,Name,Name.Verb.Adjective
loris,Name,Name
lorn,Noun,Noun.Verb
loros,Name,Name
lorries,Noun,Noun
lorry,Noun,Noun.Name
lors,Noun,Noun.Name
lory,Noun,Noun
lose,Verb,Verb
loser,Noun,Noun.Name
losers,Noun,Noun.Name
loses,Verb,Verb
losh,Verb,Verb
losing,Verb,Verb.Adjective.Noun
loss,Noun,Noun
losses,Noun,Noun
lost,Verb,Verb.Adjective.Noun
lot,Noun,Noun.Adverb.Name
lothario,Noun,Noun.Name
lotion,Noun,Noun.Name
lotions,Noun,Noun
loto,Noun,Noun
lots,Pronoun,Pronoun.Noun.Name
lottery,Noun,Noun
lotto,Noun,Noun.Name
lottos,Noun,Noun
lotus,Noun,Noun.Name
lotuses,Noun,Noun.Name.Verb
loud,Adverb,Adverb.Adjective
louder,Adjective,Adjective.Adverb
loudering,Verb,Verb
loudest,Adjective,Adjective.Adverb
loudly,Adverb,Adverb
loudmouth,Noun,Noun.Name
loudmouthed,Adjective,Adjective.Verb
loudness,Noun,Noun.Name
loudspeaker,Noun,Noun
loudspeakers,Noun,Noun
lough,Name,Name
louie,Name,Name.Noun
louis,Name,Name.Noun
louise,Name,Name.Noun.Verb
louisiana,Name,Name
louisianan,Noun,Noun
louisville,Name,Name
lounge,Noun,Noun.Verb.Name
lounged,Verb,Verb
lounger,Adjective,Adjective.Verb
lounges,Noun,Noun
lounging,Verb,Verb.Noun.Adjective.Name
loungy,Noun,Noun
loup,Name,Name.Verb
loupe,Noun,Noun
lour,Noun,Noun
louse,Noun,Noun
loused,Verb,Verb
louses,Noun,Noun
lousier,Adjective,Adjective
lousiest,Adjective,Adjective
lousing,Verb,Verb
lousy,Adjective,Adjective.Adverb
lout,Noun,Noun
louts,Noun,Noun
louver,Noun,Noun
louvered,Adjective,Adjective
louvers,Noun,Noun
louvre,Name,Name
lovable,Adjective,Adjective
lovably,Adverb,Adverb
lovat,Noun,Noun
love,Verb,Verb.Noun.Name
loveable,Adjective,Adjective
lovebird,Noun,Noun
lovebirds,Noun,Noun
loved,Verb,Verb.Adjective.Noun
loveful,Adjective,Adjective
loveless,Adjective,Adjective
lovelier,Adjective,Adjective
lovelies,Noun,Noun
loveliest,Adjective,Adjective
loveliness,Noun,Noun
lovelock,Name,Name
lovelorn,Adjective,Adjective
lovely,Adjective,Adjective.Noun
lovemaking,Noun,Noun
lover,Noun,Noun.Name
loverly,Adverb,Adverb.Adjective.Name
lovers,Noun,Noun.Name.Verb
loves,Verb,Verb.Noun
loveseat,Noun,Noun
lovesick,Adjective,Adjective
lovesickness,Noun,Noun
lovey,Name,Name.Noun
loving,Verb,Verb.Adjective
lovingkindness,Noun,Noun
lovingly,Adverb,Adverb
low,Adjective,Adjective.Adverb.Noun.Name.Verb
lowa,Noun,Noun
lowball,Noun,Noun
lowborn,Adjective,Adjective
lowboy,Name,Name
lowbrow,Noun,Noun.Verb.Name
lowbrows,Noun,Noun
lowder,Name,Name
lowdown,Noun,Noun.Adjective
lowe,Name,Name.Noun
lower,Adjective,Adjective.Verb.Adverb
lowercase,Noun,Noun
lowerclassmen,Noun,Noun
lowered,Verb,Verb.Adjective
lowering,Verb,Verb.Noun
lowers,Verb,Verb
lowery,Name,Name.Noun.Adjective
lowest,Adjective,Adjective.Adverb
lowing,Verb,Verb.Adjective
lowland,Noun,Noun
lowlander,Noun,Noun
lowlands,Noun,Noun
lowliest,Adjective,Adjective
lowlife,Noun,Noun
lowlifes,Noun,Noun
lowly,Adjective,Adjective
lowman,Name,Name
lowness,Noun,Noun
lowrie,Name,Name
lowry,Name,Name.Noun
lows,Noun,Noun.Name
lox,Noun,Noun.Name
loxed,Verb,Verb
loxodrome,Name,Name
loy,Name,Name.Noun
loyal,Adjective,Adjective
loyalest,Adjective,Adjective
loyalist,Adjective,Adjective.Noun
loyalists,Noun,Noun
loyally,Adverb,Adverb
loyalties,Noun,Noun
loyalty,Noun,Noun
lozenge,Noun,Noun
lozenges,Noun,Noun
lp,Noun,Noun
lr,Noun,Noun
ls,Number,Number.Noun.Name
lsc,Noun,Noun
lst,Noun,Noun.Name
lt,Noun,Noun
lu,Name,Name.Noun
luau,Noun,Noun.Name
luaus,Noun,Noun
lub,Noun,Noun.Verb
lubber,Noun,Noun.Verb
lubberly,Adverb,Adverb
lubbers,Noun,Noun
lube,Noun,Noun.Verb.Name
lubed,Verb,Verb
lubes,Noun,Noun
lubricant,Noun,Noun
lubricants,Noun,Noun
lubricate,Verb,Verb
lubricated,Verb,Verb.Adjective
lubricates,Verb,Verb
lubricating,Verb,Verb.Adjective
lubrication,Noun,Noun
lubricator,Noun,Noun
lucan,Name,Name
luce,Name,Name.Noun
lucent,Adjective,Adjective.Name
lucerne,Name,Name
luces,Verb,Verb
lucia,Name,Name.Noun
lucian,Name,Name
lucid,Adjective,Adjective
lucidity,Noun,Noun.Name
lucifee,Noun,Noun
lucifer,Name,Name
lucille,Name,Name.Noun
lucite,Noun,Noun.Adjective
luck,Noun,Noun.Name
lucked,Verb,Verb
luckier,Adjective,Adjective
luckies,Noun,Noun.Name
luckiest,Adjective,Adjective
luckily,Adverb,Adverb
lucking,Verb,Verb
